log_message,label
мая 16 10:45:29 strangecodder-laptop wpa_supplicant[563]: bgscan simple: Failed to enable signal strength monitoring,1
мая 16 14:02:17 strangecodder-laptop pulseaudio[1121]: [70B blob data],0
мая 16 15:53:42 strangecodder-laptop wpa_supplicant[563]: bgscan simple: Failed to enable signal strength monitoring,1
мая 16 17:30:35 strangecodder-laptop wpa_supplicant[563]: bgscan simple: Failed to enable signal strength monitoring,1
мая 16 18:05:15 strangecodder-laptop bluetoothd[517]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 16 20:31:48 strangecodder-laptop pulseaudio[1121]: [79B blob data],0
мая 16 20:31:49 strangecodder-laptop bluetoothd[517]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 16 20:31:50 strangecodder-laptop wpa_supplicant[563]: bgscan simple: Failed to enable signal strength monitoring,1
мая 16 21:00:20 strangecodder-laptop bluetoothd[517]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 17 10:58:42 strangecodder-laptop bluetoothd[517]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Device or resource busy (16),0
мая 17 10:58:43 strangecodder-laptop wpa_supplicant[563]: bgscan simple: Failed to enable signal strength monitoring,1
мая 17 12:03:56 strangecodder-laptop bluetoothd[517]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 17 12:03:58 strangecodder-laptop bluetoothd[517]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Device or resource busy (16),0
мая 17 12:04:03 strangecodder-laptop wpa_supplicant[563]: bgscan simple: Failed to enable signal strength monitoring,1
мая 17 12:13:26 strangecodder-laptop bluetoothd[517]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 17 12:13:28 strangecodder-laptop bluetoothd[517]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 17 12:13:29 strangecodder-laptop wpa_supplicant[563]: bgscan simple: Failed to enable signal strength monitoring,1
мая 17 13:20:16 strangecodder-laptop bluetoothd[517]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 17 13:20:19 strangecodder-laptop bluetoothd[517]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 17 13:20:19 strangecodder-laptop wpa_supplicant[563]: bgscan simple: Failed to enable signal strength monitoring,1
мая 17 13:33:30 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 17 13:34:30 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 17 13:37:01 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 17 13:39:23 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 17 13:40:23 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 17 13:42:03 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 17 13:45:20 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 17 13:46:47 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 17 13:48:23 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 17 13:49:23 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 17 17:35:25 strangecodder-laptop bluetoothd[517]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 17 17:35:26 strangecodder-laptop pulseaudio[1121]: [70B blob data],0
мая 17 17:35:27 strangecodder-laptop bluetoothd[517]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 17 17:35:28 strangecodder-laptop wpa_supplicant[563]: bgscan simple: Failed to enable signal strength monitoring,1
мая 17 17:45:42 strangecodder-laptop bluetoothd[517]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 17 17:49:46 strangecodder-laptop bluetoothd[517]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 17 17:49:47 strangecodder-laptop wpa_supplicant[563]: bgscan simple: Failed to enable signal strength monitoring,1
мая 18 13:13:04 strangecodder-laptop bluetoothd[517]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 18 13:13:06 strangecodder-laptop bluetoothd[517]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 18 13:13:07 strangecodder-laptop wpa_supplicant[563]: bgscan simple: Failed to enable signal strength monitoring,1
мая 18 13:17:19 strangecodder-laptop bluetoothd[517]: profiles/audio/avdtp.c:handle_unanswered_req() No reply to Start request,0
мая 18 13:17:19 strangecodder-laptop bluetoothd[517]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 18 13:17:19 strangecodder-laptop dbus-broker-launch[513]: Activation request for 'org.bluez' failed.,0
мая 18 13:17:19 strangecodder-laptop dbus-broker-launch[513]: Activation request for 'org.freedesktop.nm_dispatcher' failed.,0
мая 18 13:17:19 strangecodder-laptop dbus-broker-launch[513]: Activation request for 'org.freedesktop.UDisks2' failed.,0
мая 18 13:17:19 strangecodder-laptop dbus-broker-launch[513]: Activation request for 'org.freedesktop.UPower' failed.,0
мая 18 13:17:19 strangecodder-laptop pulseaudio[1121]: org.bluez.BatteryProviderManager1.UnregisterBatteryProvider() Failed: org.freedesktop.DBus.Error.NoReply:Remote peer disconnected,0
мая 18 13:17:19 strangecodder-laptop pulseaudio[1121]: Transport Acquire() failed for transport /org/bluez/hci0/dev_41_42_94_3E_5C_0B/sep1/fd11 (Input/output error),0
мая 18 13:17:20 strangecodder-laptop dbus-broker-launch[513]: Activation request for 'org.freedesktop.nm_dispatcher' failed.,0
мая 18 13:17:21 strangecodder-laptop dbus-broker-launch[513]: Activation request for 'org.freedesktop.nm_dispatcher' failed.,0
мая 18 13:17:47 strangecodder-laptop bluetoothd[514]: Failed to clear UUIDs: Failed (0x03),0
мая 18 13:17:47 strangecodder-laptop bluetoothd[514]: src/adapter.c:reset_adv_monitors_complete() Failed to reset Adv Monitors: Failed (0x03),0
мая 18 13:17:48 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: Secure display: Generic Failure.,0
мая 18 13:17:48 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: SECUREDISPLAY: query securedisplay TA failed. ret 0x0,0
мая 18 13:18:08 strangecodder-laptop systemd[1]: Failed to start Terminate Plymouth Boot Screen.,0
мая 18 13:24:20 strangecodder-laptop wpa_supplicant[570]: bgscan simple: Failed to enable signal strength monitoring,1
мая 18 19:10:00 strangecodder-laptop wpa_supplicant[570]: bgscan simple: Failed to enable signal strength monitoring,1
мая 18 19:11:18 strangecodder-laptop pulseaudio[1131]: [79B blob data],0
мая 19 22:09:17 strangecodder-laptop bluetoothd[514]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 19 22:09:20 strangecodder-laptop bluetoothd[514]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 19 22:09:23 strangecodder-laptop wpa_supplicant[570]: bgscan simple: Failed to enable signal strength monitoring,1
мая 19 23:05:52 strangecodder-laptop bluetoothd[514]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 19 23:05:52 strangecodder-laptop pulseaudio[1131]: org.bluez.BatteryProviderManager1.UnregisterBatteryProvider() Failed: org.freedesktop.DBus.Error.NoReply:Remote peer disconnected,0
мая 19 23:05:54 strangecodder-laptop dbus-broker-launch[510]: Activation request for 'org.freedesktop.nm_dispatcher' failed.,0
мая 20 10:57:51 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: Secure display: Generic Failure.,0
мая 20 10:57:51 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: SECUREDISPLAY: query securedisplay TA failed. ret 0x0,0
мая 20 10:59:09 strangecodder-laptop wpa_supplicant[610]: bgscan simple: Failed to enable signal strength monitoring,1
мая 20 11:03:41 strangecodder-laptop wpa_supplicant[610]: bgscan simple: Failed to enable signal strength monitoring,1
мая 20 11:36:53 strangecodder-laptop wpa_supplicant[610]: bgscan simple: Failed to enable signal strength monitoring,1
мая 20 14:16:35 strangecodder-laptop wpa_supplicant[610]: bgscan simple: Failed to enable signal strength monitoring,1
мая 20 14:16:59 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 20 16:42:49 strangecodder-laptop wpa_supplicant[610]: bgscan simple: Failed to enable signal strength monitoring,1
мая 21 02:17:18 strangecodder-laptop bluetoothd[484]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 21 02:17:21 strangecodder-laptop bluetoothd[484]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Device or resource busy (16),0
мая 21 02:17:21 strangecodder-laptop wpa_supplicant[610]: bgscan simple: Failed to enable signal strength monitoring,1
мая 21 02:17:26 strangecodder-laptop bluetoothd[484]: src/profile.c:record_cb() Unable to get Hands-Free Voice gateway SDP record: Host is down,0
мая 21 02:32:21 strangecodder-laptop pulseaudio[1116]: org.bluez.BatteryProviderManager1.UnregisterBatteryProvider() Failed: org.freedesktop.DBus.Error.NoReply:Remote peer disconnected,0
мая 21 02:32:23 strangecodder-laptop dbus-broker-launch[478]: Activation request for 'org.freedesktop.nm_dispatcher' failed.,0
мая 21 15:51:23 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: Secure display: Generic Failure.,0
мая 21 15:51:23 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: SECUREDISPLAY: query securedisplay TA failed. ret 0x0,0
мая 21 15:51:43 strangecodder-laptop systemd[1]: Failed to start Terminate Plymouth Boot Screen.,0
мая 21 15:52:05 strangecodder-laptop wpa_supplicant[541]: bgscan simple: Failed to enable signal strength monitoring,1
мая 21 21:43:01 strangecodder-laptop wpa_supplicant[541]: bgscan simple: Failed to enable signal strength monitoring,1
мая 22 10:50:18 strangecodder-laptop wpa_supplicant[541]: bgscan simple: Failed to enable signal strength monitoring,1
мая 22 10:50:26 strangecodder-laptop pulseaudio[1120]: [79B blob data],0
мая 22 14:33:42 strangecodder-laptop bluetoothd[498]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 22 14:33:44 strangecodder-laptop bluetoothd[498]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 22 14:33:44 strangecodder-laptop pulseaudio[1120]: [70B blob data],0
мая 22 14:33:46 strangecodder-laptop wpa_supplicant[541]: bgscan simple: Failed to enable signal strength monitoring,1
мая 22 18:42:54 strangecodder-laptop bluetoothd[498]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 22 18:42:57 strangecodder-laptop bluetoothd[498]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Device or resource busy (16),0
мая 22 18:42:57 strangecodder-laptop wpa_supplicant[541]: bgscan simple: Failed to enable signal strength monitoring,1
мая 22 18:43:02 strangecodder-laptop bluetoothd[498]: src/profile.c:record_cb() Unable to get Hands-Free Voice gateway SDP record: Host is down,0
мая 22 19:05:22 strangecodder-laptop wpa_supplicant[541]: bgscan simple: Failed to enable signal strength monitoring,1
мая 22 19:05:36 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 22 19:05:36 strangecodder-laptop pulseaudio[1120]: [70B blob data],0
мая 22 20:07:38 strangecodder-laptop bluetoothd[498]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 22 20:07:40 strangecodder-laptop pulseaudio[1120]: [70B blob data],0
мая 22 20:07:41 strangecodder-laptop bluetoothd[498]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 22 20:07:42 strangecodder-laptop wpa_supplicant[541]: bgscan simple: Failed to enable signal strength monitoring,1
мая 22 20:23:56 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 22 20:27:35 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 22 20:36:07 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 22 20:37:07 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 22 20:38:07 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 22 20:41:50 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 22 20:43:19 strangecodder-laptop bluetoothd[498]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 22 20:43:29 strangecodder-laptop pulseaudio[1120]: [70B blob data],0
мая 23 10:03:36 strangecodder-laptop bluetoothd[498]: profiles/audio/avdtp.c:handle_unanswered_req() No reply to Start request,0
мая 23 10:03:36 strangecodder-laptop bluetoothd[498]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 23 10:03:36 strangecodder-laptop pulseaudio[1120]: Transport Acquire() failed for transport /org/bluez/hci0/dev_41_42_94_3E_5C_0B/fd4 (Input/output error),0
мая 23 10:03:38 strangecodder-laptop bluetoothd[498]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 23 10:03:40 strangecodder-laptop kernel: Bluetooth: hci0: ACL packet for unknown connection handle 3837,0
мая 23 10:03:40 strangecodder-laptop wpa_supplicant[541]: bgscan simple: Failed to enable signal strength monitoring,1
мая 23 11:12:46 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: Secure display: Generic Failure.,0
мая 23 11:12:46 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: SECUREDISPLAY: query securedisplay TA failed. ret 0x0,0
мая 23 11:13:07 strangecodder-laptop wpa_supplicant[596]: bgscan simple: Failed to enable signal strength monitoring,1
мая 23 14:52:44 strangecodder-laptop wpa_supplicant[596]: bgscan simple: Failed to enable signal strength monitoring,1
мая 23 15:57:46 strangecodder-laptop wpa_supplicant[596]: bgscan simple: Failed to enable signal strength monitoring,1
мая 23 16:08:35 strangecodder-laptop bluetoothd[547]: src/profile.c:record_cb() Unable to get Hands-Free Voice gateway SDP record: Host is down,0
мая 23 16:50:10 strangecodder-laptop bluetoothd[547]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 23 17:12:00 strangecodder-laptop bluetoothd[547]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 23 17:12:01 strangecodder-laptop wpa_supplicant[596]: bgscan simple: Failed to enable signal strength monitoring,1
мая 23 17:13:13 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: Secure display: Generic Failure.,0
мая 23 17:13:13 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: SECUREDISPLAY: query securedisplay TA failed. ret 0x0,0
мая 23 17:13:35 strangecodder-laptop wpa_supplicant[567]: bgscan simple: Failed to enable signal strength monitoring,1
мая 23 17:39:22 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: Secure display: Generic Failure.,0
мая 23 17:39:22 strangecodder-laptop kernel: amdgpu 0000:03:00.0: amdgpu: SECUREDISPLAY: query securedisplay TA failed. ret 0x0,0
мая 23 17:39:47 strangecodder-laptop wpa_supplicant[628]: bgscan simple: Failed to enable signal strength monitoring,1
мая 23 18:28:10 strangecodder-laptop wpa_supplicant[628]: bgscan simple: Failed to enable signal strength monitoring,1
мая 23 20:39:01 strangecodder-laptop wpa_supplicant[628]: bgscan simple: Failed to enable signal strength monitoring,1
мая 23 20:43:03 strangecodder-laptop bluetoothd[529]: src/profile.c:ext_io_disconnected() Unable to get io data for Hands-Free Voice gateway: getpeername: Transport endpoint is not connected (107),0
мая 23 20:55:25 strangecodder-laptop bluetoothd[529]: plugins/policy.c:reconnect_timeout() Reconnecting services failed: Operation already in progress (114),0
мая 23 20:55:26 strangecodder-laptop wpa_supplicant[628]: bgscan simple: Failed to enable signal strength monitoring,1
мая 14 16:28:45 strangecodder-laptop bluetoothd[480]: Failed to set mode: Failed (0x03),0
мая 14 16:28:45 strangecodder-laptop kernel: random: crng reseeded on system resumption,0
мая 14 16:28:45 strangecodder-laptop ModemManager[512]: <msg> [sleep-monitor-systemd] system is resuming,0
мая 14 16:28:48 strangecodder-laptop wpa_supplicant[523]: bgscan simple: Failed to enable signal strength monitoring,1
мая 14 16:28:48 strangecodder-laptop wpa_supplicant[523]: RRM: Ignoring radio measurement request: Not associated,0
мая 14 16:28:48 strangecodder-laptop wpa_supplicant[523]: wlp1s0: Associated with 50:ff:20:72:2c:8a,0
мая 14 16:28:48 strangecodder-laptop wpa_supplicant[523]: wlp1s0: CTRL-EVENT-CONNECTED - Connection to 50:ff:20:72:2c:8a completed [id=0 id_str=],0
мая 14 16:28:48 strangecodder-laptop wpa_supplicant[523]: wlp1s0: CTRL-EVENT-SUBNET-STATUS-UPDATE status=0,0
мая 14 16:28:48 strangecodder-laptop wpa_supplicant[523]: wlp1s0: SME: Trying to authenticate with 50:ff:20:72:2c:8a (SSID='Keenetic-5897' freq=2422 MHz),0
мая 14 16:28:48 strangecodder-laptop wpa_supplicant[523]: wlp1s0: Trying to associate with 50:ff:20:72:2c:8a (SSID='Keenetic-5897' freq=2422 MHz),0
мая 14 16:28:48 strangecodder-laptop wpa_supplicant[523]: wlp1s0: WPA: Key negotiation completed with 50:ff:20:72:2c:8a [PTK=CCMP GTK=CCMP],0
мая 14 16:28:48 strangecodder-laptop wpa_supplicant[523]: wlp1s0: WPS-CANCEL,0
мая 14 16:28:49 strangecodder-laptop ModemManager[512]: <msg> [base-manager] couldn't check support for device '/sys/devices/pci0000:00/0000:00:02.2/0000:01:00.0': not supported by any plugin,0
"мая 14 16:35:04 strangecodder-laptop kernel: ptrace attach of ""/usr/bin/plasmashell --no-respawn""[1483] was attempted by ""/var/lib/snapd/snap/intellij-idea-ultimate/478/jbr/bin/java -classpath /var/lib/snapd/snap/intellij-idea-ultimate/478/lib/platform-loader.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util-8.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util_rt.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/modules.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/stats.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/jps-model.jar:/var/lib/snapd/snap/intellij-idea-ultimate/47",0
"мая 14 16:35:04 strangecodder-laptop kernel: ptrace attach of ""/usr/bin/plasmashell --no-respawn""[893] was attempted by ""/var/lib/snapd/snap/intellij-idea-ultimate/478/jbr/bin/java -classpath /var/lib/snapd/snap/intellij-idea-ultimate/478/lib/platform-loader.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util-8.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util_rt.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/modules.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/stats.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/jps-model.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478",0
"мая 14 16:35:04 strangecodder-laptop kernel: ptrace attach of ""/usr/lib/baloo_file""[743] was attempted by ""/var/lib/snapd/snap/intellij-idea-ultimate/478/jbr/bin/java -classpath /var/lib/snapd/snap/intellij-idea-ultimate/478/lib/platform-loader.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util-8.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util_rt.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/modules.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/stats.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/jps-model.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/external-",0
"мая 14 16:35:04 strangecodder-laptop kernel: ptrace attach of ""/usr/lib/kdeconnectd""[1080] was attempted by ""/var/lib/snapd/snap/intellij-idea-ultimate/478/jbr/bin/java -classpath /var/lib/snapd/snap/intellij-idea-ultimate/478/lib/platform-loader.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util-8.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util_rt.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/modules.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/stats.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/jps-model.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/externa",0
"мая 14 16:35:04 strangecodder-laptop kernel: ptrace attach of ""/usr/lib/xdg-document-portal""[750] was attempted by ""/var/lib/snapd/snap/intellij-idea-ultimate/478/jbr/bin/java -classpath /var/lib/snapd/snap/intellij-idea-ultimate/478/lib/platform-loader.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util-8.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util_rt.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/modules.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/stats.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/jps-model.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/",0
"мая 14 16:35:04 strangecodder-laptop kernel: ptrace attach of ""/usr/lib/xdg-document-portal""[761] was attempted by ""/var/lib/snapd/snap/intellij-idea-ultimate/478/jbr/bin/java -classpath /var/lib/snapd/snap/intellij-idea-ultimate/478/lib/platform-loader.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util-8.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util_rt.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/modules.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/stats.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/jps-model.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/",0
"мая 14 16:35:04 strangecodder-laptop kernel: ptrace attach of ""/usr/lib/xdg-permission-store""[754] was attempted by ""/var/lib/snapd/snap/intellij-idea-ultimate/478/jbr/bin/java -classpath /var/lib/snapd/snap/intellij-idea-ultimate/478/lib/platform-loader.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util-8.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/util_rt.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/product-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/app.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib-client.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/modules.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/lib.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/stats.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib/jps-model.jar:/var/lib/snapd/snap/intellij-idea-ultimate/478/lib",0
